impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,location_for_map,Memo
K17-103998,A543059,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A543059,Cat & Kaboodle,Mick,Cat,5 MONTHS,Neutered Male,Domestic Shorthair,Brn Tabby,10/18/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A543059,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-10-18<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p></p> Age: 5 MONTHS<p></p> Current Location: Cat &amp; Kaboodle<p></p>"
K17-103284,A539853,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A539853,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Rin Tin,Cat,15 WEEKS,Male,Domestic Mediumhair,Brn Tabby,09/26/2017 12:00:00 AM,Received on,37300 ENCHANTED PKWY S,FEDERAL WAY,WA,98003,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A539853,Image Copyright HLP Inc. 2017,"37300 ENCHANTED PKWY S
FEDERAL WAY, WA 98003
","Received on: 2017-09-26<p></p> Found Near: 37300 ENCHANTED PKWY S, FEDERAL WAY WA 98003<p></p> Description: Brn Tabby Male Domestic Mediumhair Cat<p></p> Age: 15 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104373,A528128,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A528128,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Nesquick,Rabbit Sh,1 YEAR,Spayed Female,Rabbit Sh,Sable / White,10/30/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A528128,Image Copyright HLP Inc. 2017,,"Received on: 2017-10-30<p></p> Description: Sable / White<p></p>  Spayed Female Rabbit Sh Rabbit Sh<p></p> Age: 1 YEAR<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>My personality color is GREEN. I am an adaptable rabbit who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p></p><p></p>I am bonded with my sister Velvet A528129. This means that we must be adopted together. Our caregives often see us laying and playing together.<p></p> Adoption Fee: $30.00<p></p>"
K17-104409,A544644,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A544644,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Della,Dog,8 YEARS 7 MONTHS,Spayed Female,Bulldog,Fawn / White,10/31/2017 12:00:00 AM,Received on,23600 30TH AVE S,KENT,WA,98032,KENT,47.390308,-122.293832,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A544644,Image Copyright HLP Inc. 2017,"23600 30TH AVE S
KENT, WA 98032
(47.390308, -122.293832)","Received on: 2017-10-31<p></p> Found Near: 23600 30TH AVE S, KENT WA 98032<p></p> Description: Fawn / White Spayed Female Bulldog Dog<p></p> Age: 8 YEARS 7 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-103825,A542281,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1781652,LOST,Yaz,Dog,,Male,Australian Cattle Dog,Unknown,10/12/2017 12:00:00 AM,Date Lost,14800 260TH AVE SE,ISSAQUAH,WA,98027,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1781652,Image Copyright HLP Inc. 2017,"14800 260TH AVE SE
ISSAQUAH, WA 98027
",
K17-104520,A545170,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A545170,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,9 WEEKS,Female,Domestic Longhair,Gray / White,11/05/2017 12:00:00 AM,Received on,,10000 MEYERS WAY S SEATTLE,WA,98146,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545170,Image Copyright HLP Inc. 2017,"10000 MEYERS WAY S SEATTLE, WA 98146
","Received on: 2017-11-05<p></p> Found Near: 10000 MEYERS WAY S SEATTLE WA 98146<p></p> Description: Gray / White Female Domestic Longhair Cat<p></p> Age: 9 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104233,A544065,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,,Cat,7 WEEKS,Male,Domestic Shorthair,Brn Tabby / White,10/26/2017 12:00:00 AM,Received on,25700 27TH PL S,KENT,WA,98032,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A544065,Image Copyright HLP Inc. 2017,"25700 27TH PL S
KENT, WA 98032
","Received on: 2017-10-26<p></p> Found Near: 25700 27TH PL S, KENT WA 98032<p></p> Description: Brn Tabby / White Male Domestic Shorthair Cat<p></p> Age: 7 WEEKS<p></p> Current Location: In RASKC Foster Home <p></p>"
K17-104380,A544486,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A544486,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Hamster,1 YEAR,Unaltered,Hamster,Orange / White,10/30/2017 12:00:00 AM,Received on,,,,,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A544486,Image Copyright HLP Inc. 2017,,"Received on: 2017-10-30<p></p> Found Near: Address Not Available<p></p> Description: Orange / White Unaltered Hamster Hamster<p></p> Age: 1 YEAR<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104585,A545204,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A545204,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Eva,Cat,15 WEEKS,Spayed Female,Domestic Mediumhair,Black,11/06/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545204,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-11-06<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: Black Spayed Female Domestic Mediumhair Cat<p></p> Age: 15 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-097596,A523048,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A523048,Meowtropolitan,Lolly,Cat,7 YEARS 7 MONTHS,Spayed Female,Domestic Mediumhair,Gray Tabby,03/29/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A523048,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-03-29<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: Gray Tabby Spayed Female Domestic Mediumhair Cat<p></p> Age: 7 YEARS 7 MONTHS<p></p> Current Location: Meowtropolitan<p></p>"
K17-104557,A545527,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A545527,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mishief,Cat,4 YEARS,Female,Domestic Mediumhair,Tortie,11/06/2017 12:00:00 AM,Received on,3200 S 184TH ST,SEATAC,WA,98188,SEATAC,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545527,Image Copyright HLP Inc. 2017,"3200 S 184TH ST
SEATAC, WA 98188
","Received on: 2017-11-06<p></p> Found Near: 3200 S 184TH ST, SEATAC WA 98188<p></p> Description: Tortie Female Domestic Mediumhair Cat<p></p> Age: 4 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-103715,A541812,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1780211,LOST,Fox,Cat,,Male,Domestic Shorthair,Unknown,10/08/2017 12:00:00 AM,Date Lost,108TH AVE NE & NE 10TH ST,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1780211,Image Copyright HLP Inc. 2017,"108TH AVE NE &amp; NE 10TH ST
",
K17-104264,A544112,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A544112,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,1 YEAR,Neutered Male,Domestic Longhair,Black / White,10/27/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A544112,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-10-27<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: Black / White Neutered Male Domestic Longhair Cat<p></p> Age: 1 YEAR<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-103615,A541463,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A541463,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Frida,Cat,2 YEARS 1 MONTH,Spayed Female,Domestic Mediumhair,Brn Tabby / Tortie,10/06/2017 12:00:00 AM,Received on,12200 SE 206TH ST,KENT,WA,98031,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A541463,Image Copyright HLP Inc. 2017,"12200 SE 206TH ST
KENT, WA 98031
","Received on: 2017-10-06<p></p> Found Near: 12200 SE 206TH ST, KENT WA 98031<p></p> Description: Brn Tabby / Tortie Spayed Female Domestic Mediumhair Cat<p></p> Age: 2 YEARS 1 MONTH<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104073,A543264,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A543264,Neko,Stitch,Cat,1 YEAR,Neutered Male,Domestic Mediumhair,Gray,10/21/2017 12:00:00 AM,Received on,700 CENTRAL AVE N KENT,,WA,98032,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A543264,Image Copyright HLP Inc. 2017,"700 CENTRAL AVE N KENT
WA 98032
","Received on: 2017-10-21<p></p> Found Near: 700 CENTRAL AVE N KENT, WA 98032<p></p> Description: Gray Neutered Male Domestic Mediumhair Cat<p></p> Age: 1 YEAR<p></p> Current Location: Neko<p></p>"
K17-104130,A543490,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A543490,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ace,Dog,2 YEARS 6 MONTHS,Neutered Male,Pit Bull,Black / White,10/23/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A543490,Image Copyright HLP Inc. 2017,,"Received on: 2017-10-23<p></p> Description: Black / White<p></p>  Neutered Male Pit Bull Dog<p></p> Age: 2 YEARS 6 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is Ace and I am available for adoption.<p></p><p></p>I was brought in by my previous owner on October 23, 2017 because I was not getting along with the dogs in the neighborhood. My previous owner described me as outgoing, loving, playful, and hyper.<p></p><p></p>I am a very smart dog! I have shown my caregivers that I already know how to &quot;sit&quot;, &quot;stay&quot;, &quot;come&quot;, &quot;down&quot;, &quot;shake&quot;, and &quot;hug&quot;.<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p></p><p></p>My caregivers have observed that I might not get along with some dogs. I may do best as the only dog in my new home, or need to meet other dogs in the home first.<p></p><p></p>My personality color is GREEN. I am an adaptable dog who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p></p> Adoption Fee: $100.00<p></p>"
K17-104530,A545175,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A545175,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,9 WEEKS,Male,Domestic Shorthair,Orange,11/05/2017 12:00:00 AM,Received on,41200 177TH DR SE,ENUMCLAW,WA,98022,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545175,Image Copyright HLP Inc. 2017,"41200 177TH DR SE
ENUMCLAW, WA 98022
","Received on: 2017-11-05<p></p> Found Near: 41200 177TH DR SE, ENUMCLAW WA 98022<p></p> Description: Orange Male Domestic Shorthair Cat<p></p> Age: 9 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-103286,A539856,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A539856,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Timothy,Cat,4 MONTHS,Male,Domestic Longhair,Black / White,09/26/2017 12:00:00 AM,Received on,37300 ENCHANTED PKWY S,FEDERAL WAY,WA,98003,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A539856,Image Copyright HLP Inc. 2017,"37300 ENCHANTED PKWY S
FEDERAL WAY, WA 98003
","Received on: 2017-09-26<p></p> Found Near: 37300 ENCHANTED PKWY S, FEDERAL WAY WA 98003<p></p> Description: Black / White Male Domestic Longhair Cat<p></p> Age: 4 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104263,A544110,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A544110,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,9 MONTHS,Spayed Female,Domestic Shorthair,Black,10/27/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A544110,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-10-27<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: Black Spayed Female Domestic Shorthair Cat<p></p> Age: 9 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-103291,A539861,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A539861,Neko,Michaelangelo,Cat,3 YEARS 1 MONTH,Neutered Male,Domestic Shorthair,Brn Tabby / White,09/26/2017 12:00:00 AM,Received on,37300 ENCHANTED PKWY S,FEDERAL WAY,WA,98003,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A539861,Image Copyright HLP Inc. 2017,"37300 ENCHANTED PKWY S
FEDERAL WAY, WA 98003
","Received on: 2017-09-26<p></p> Found Near: 37300 ENCHANTED PKWY S, FEDERAL WAY WA 98003<p></p> Description: Brn Tabby / White Neutered Male Domestic Shorthair Cat<p></p> Age: 3 YEARS 1 MONTH<p></p> Current Location: Neko<p></p>"
K17-104561,A545180,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A545180,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sage,Cat,7 MONTHS,Spayed Female,Domestic Shorthair,Dilute Tor,11/06/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545180,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-11-06<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: Dilute Tor Spayed Female Domestic Shorthair Cat<p></p> Age: 7 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104432,A544829,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A544829,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,8 MONTHS,Spayed Female,Domestic Shorthair,Black / White,11/01/2017 12:00:00 AM,Received on,23400 30TH AVE S,KENT,WA,98032,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A544829,Image Copyright HLP Inc. 2017,"23400 30TH AVE S
KENT, WA 98032
","Received on: 2017-11-01<p></p> Found Near: 23400 30TH AVE S, KENT WA 98032<p></p> Description: Black / White Spayed Female Domestic Shorthair Cat<p></p> Age: 8 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
